,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,Commuting_Time_Minutes,No_of_Books_read_in_a_year,No_of_Books_read_in_a_year_Number,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Top 100 in Respective Genre,Product_Name,Publisher_Name,Product_Narrator,Number_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing,Users_Retained_5Weeks,Engagement_Rate,Listening_Speed_Numeric
4417,Male,18 - 24 years,Delhi,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,4.0,4.0,8.0,Audible for Android,160,2.0,5.0,Religion & Spirituality,Yearly,18,1.5x,37,31 - 60 Books,25,11- 30 Books,Morning,Working,PC,German,False,Download,70,61 - 100 Minutes,7,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,False,2,True,True,False,0,0.5967741935483871,1.5
4418,Female,36 - 40 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Morning,0.0,5.0,6.0,Audible for Android,14,0.0,43.0,Children's Audiobooks,Yearly,34,2x,7,Less than 10,19,11- 30 Books,Afternoon,Relaxing,PC,Spanish,False,Download,11,11- 30 Minutes,8,Not in Top 100,Rapunzel (Unabridged),"PC Treasures, Inc.",Nigel Lambert,1,True,4,True,False,True,0,0.2692307692307692,2.0
4419,Male,25 - 30 years,Bangalore,Both Phones,Both Tablet,Personal/Hired/Shared 4 Wheeler,More than 2 hours,135,More than 12 books,13,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,160,1.0,1.0,Religion & Spirituality,Monthly,28,2x,27,11- 30 Books,62,61 - 100 Books,Morning,Working,Smartphone,French,True,Download,13,11- 30 Minutes,1,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,False,2,False,False,True,0,0.30337078651685395,2.0
4420,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Morning,2.0,9.0,11.0,Audible for Android,197,1.0,6.0,Parenting & Relationships,Yearly,24,1x,80,61 - 100 Books,22,11- 30 Books,Evening,Working,Tablet,French,True,Download,54,31 - 60 Minutes,5,Not in Top 100,"You Can Read Anyone: Never Be Fooled, Lied to, or Taken Advantage of Again (Unabridged)","Gildan Media, LLC",David J. Lieberman,1,False,5,True,False,True,0,0.7843137254901961,1.0
4421,Male,25 - 30 years,Bangalore,Android,No Tablet,walk,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,5.0,5.0,10.0,Audible for Android,1063,0.0,1.0,Literature & Fiction,Per-book,27,2x,79,61 - 100 Books,47,31 - 60 Books,Evening,Working,PC,Spanish,False,Download,25,11- 30 Minutes,9,Not in Top 100,The Time Traveler's Wife (Unabridged),"HighBridge, a division of Recorded Books","Fred Berman, Phoebe Strole",2,True,2,False,False,True,0,0.626984126984127,2.0
4422,Male,31 - 35 years,Bangalore,IOS,No Tablet,Public Transport,1 - 2 hours,90,5 - 6 books,5,Late_Evening_Night,39.0,6.0,45.0,Audible for iPhone (1000),38,100.0,100.0,Arts & Entertainment,Monthly,2,2x,5,Less than 10,48,31 - 60 Books,Night,Relaxing,PC,French,True,Streaming,46,31 - 60 Minutes,6,Not in Top 100,Leadership Lessons of Steve Jobs (Unabridged),Harvard Business School,Todd Mundt,1,False,3,False,False,False,1,0.09433962264150944,2.0
4423,Male,36 - 40 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,1.0,9.0,10.0,Audible for Android,322,0.0,3.0,Parenting & Relationships,Yearly,31,2x,70,61 - 100 Books,6,Less than 10,Night,Commuting,Smart Speaker,French,True,Download,57,31 - 60 Minutes,5,Not in Top 100,Leadership & Self-Deception: Getting Out of the Box (Unabridged),"Blackstone Audio, Inc.",Peter Berkrot,1,True,3,False,True,True,0,0.9210526315789473,2.0
4424,Male,25 - 30 years,Chennai,Android,No Tablet,Public Transport,16 mins - 1 hour,38,1 book,1,Afternoon_Early_Evening,63.0,52.0,115.0,Audible for Android,144,44.0,80.0,Religion & Spirituality,Monthly,14,1.5x,84,61 - 100 Books,67,61 - 100 Books,Night,Exercising,PC,Spanish,True,Streaming,90,61 - 100 Minutes,8,Not in Top 100,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,1,False,3,True,True,False,0,0.5562913907284768,1.5
4425,Female,25 - 30 years,Bangalore,Both Phones,IOS Tablet,Personal/Hired/Shared 4 Wheeler,Less than 15 mins,15,2 - 4 books,3,Late_Night_Early_Morning,4.0,4.0,9.0,Audible for iPhone (1000),534,1.0,2.0,Literature & Fiction,Monthly,41,2x,26,11- 30 Books,39,31 - 60 Books,Night,Working,Smart Speaker,Spanish,True,Download,55,31 - 60 Minutes,2,Not in Top 100,"The Bestseller She Wrote. Love, Betrayal, Redemption (Unabridged)",Audible Studios,Sagar Arya,1,True,3,False,False,False,0,0.4,2.0
4426,Male,25 - 30 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,2.0,2.0,4.0,Audible for iPhone (1000),374,1.0,1.0,Parenting & Relationships,Per-book,16,1.5x,16,11- 30 Books,17,11- 30 Books,Morning,Relaxing,PC,German,False,Download,29,11- 30 Minutes,8,Not in Top 100,The Untethered Soul: The Journey Beyond Yourself (Unabridged),Tantor Audio,Peter Berkrot,1,True,1,True,False,False,0,0.48484848484848486,1.5
4427,Female,31 - 35 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,3.0,3.0,7.0,Audible for iPhone (1000),695,0.0,1.0,Literature & Fiction,Monthly,57,2x,7,Less than 10,21,11- 30 Books,Night,Working,PC,German,False,Streaming,32,31 - 60 Minutes,7,Not in Top 100,The Arabian Nights (Unabridged),Audible Studios,Suehyla El Attar,1,True,2,False,True,False,0,0.25,2.0
4428,Male,25 - 30 years,Delhi,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,3.0,13.0,16.0,Audible for Android,695,0.0,2.0,Literature & Fiction,Monthly,8,1x,89,61 - 100 Books,49,31 - 60 Books,Night,Working,Smartphone,French,False,Download,109,More than 100 Minutes,9,Not in Top 100,Pride and Prejudice (Unabridged),Audible Studios,Rosamund Pike,1,False,3,False,True,True,0,0.644927536231884,1.0
4429,Male,18 - 24 years,Chennai,IOS,IOS Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,1.0,4.0,5.0,Audible for iPhone (1000),160,1.0,3.0,Religion & Spirituality,Per-book,34,1.5x,39,31 - 60 Books,23,11- 30 Books,Night,Exercising,PC,English,False,Streaming,117,More than 100 Minutes,8,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,4,False,True,True,0,0.6290322580645161,1.5
4430,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,7.0,7.0,15.0,Audible for Android,66,11.0,23.0,Parenting & Relationships,Yearly,5,1.75x,73,61 - 100 Books,23,11- 30 Books,Night,Commuting,Smartphone,English,False,Streaming,117,More than 100 Minutes,2,Not in Top 100,The Mastermind,BN Publishing,Napoleon Hill,1,False,4,False,True,False,0,0.7604166666666666,1.75
4431,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,Less than 15 mins,15,5 - 6 books,5,Late_Evening_Night,1.0,1.0,2.0,Audible for iPhone (1000),1015,0.0,0.0,Literature & Fiction,Per-book,48,2x,62,61 - 100 Books,32,31 - 60 Books,Morning,Exercising,PC,Other,False,Streaming,66,61 - 100 Minutes,4,Not in Top 100,Age of Myth: Book One of The Legends of the First Empire (Unabridged),Recorded Books,Tim Gerard Reynolds,1,False,4,True,True,True,0,0.6595744680851063,2.0
4432,Male,25 - 30 years,Delhi,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Afternoon_Early_Evening,15.0,15.0,29.0,Audible for Android,49,31.0,59.0,Parenting & Relationships,Per-book,42,1x,47,31 - 60 Books,79,61 - 100 Books,Morning,Exercising,Smart Speaker,German,True,Streaming,114,More than 100 Minutes,2,Not in Top 100,The Energy Explosion,"Sharma Leadership International, Inc.",Uncredited,1,True,5,False,True,True,0,0.373015873015873,1.0
4433,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,Less than 15 mins,15,5 - 6 books,5,Late_Evening_Night,5.0,5.0,11.0,Audible for Android,279,2.0,4.0,Biographies & Memoirs,Yearly,57,2x,57,31 - 60 Books,21,11- 30 Books,Night,Commuting,Smartphone,German,False,Streaming,97,61 - 100 Minutes,3,Not in Top 100,Miles to Run Before I Sleep. How an Ordinary Woman Ran an Extraordinary Distance (Unabridged),Audible Studios,Sakuntala Ramanee,1,True,3,True,False,False,0,0.7307692307692307,2.0
4434,Male,25 - 30 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,Less than 15 mins,15,More than 12 books,13,Late_Evening_Night,0.0,0.0,1.0,Audible for iPhone (1000),365,0.0,0.0,Parenting & Relationships,Monthly,17,2x,56,31 - 60 Books,59,31 - 60 Books,Night,Relaxing,Smart Speaker,French,True,Streaming,114,More than 100 Minutes,3,In top 100,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,1,True,1,False,False,True,0,0.48695652173913045,2.0
4435,Female,18 - 24 years,Bangalore,Android,No Tablet,3 Wheeler,Less than 15 mins,15,2 - 4 books,3,Morning,1.0,10.0,11.0,Audible for Android,375,0.0,3.0,Literature & Fiction,Monthly,20,1x,54,31 - 60 Books,83,61 - 100 Books,Morning,Commuting,PC,English,True,Streaming,98,61 - 100 Minutes,7,Not in Top 100,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,1,False,5,False,True,False,0,0.39416058394160586,1.0
4436,Male,41 - 45 years,Delhi,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,15.0,24.0,39.0,Audible for iPhone (1000),1118,1.0,3.0,Biographies & Memoirs,Monthly,31,1.75x,80,61 - 100 Books,29,11- 30 Books,Evening,Working,Tablet,French,False,Streaming,89,61 - 100 Minutes,4,Not in Top 100,An Autobiography: The Story of My Experiments with Truth (Unabridged),"Blackstone Audio, Inc.",Bill Wallace,1,False,1,True,False,False,0,0.7339449541284404,1.75
4437,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Morning,23.0,23.0,46.0,Audible for Android,365,6.0,13.0,Parenting & Relationships,Yearly,49,1.75x,81,61 - 100 Books,74,61 - 100 Books,Morning,Commuting,Smartphone,English,True,Streaming,55,31 - 60 Minutes,1,In top 100,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,1,True,5,False,True,True,0,0.5225806451612903,1.75
4438,Female,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,7.0,7.0,13.0,Audible for Android,2631,0.0,0.0,Literature & Fiction,Per-book,12,1.5x,32,31 - 60 Books,47,31 - 60 Books,Afternoon,Relaxing,Tablet,German,False,Streaming,35,31 - 60 Minutes,1,Not in Top 100,Voyager (Unabridged),Recorded Books,Davina Porter,1,False,1,False,False,True,0,0.4050632911392405,1.5
4439,Male,31 - 35 years,Bangalore,Android,Android Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,3433,0.0,0.0,Social Sciences,Monthly,59,2x,76,61 - 100 Books,22,11- 30 Books,Night,Exercising,Smart Speaker,French,False,Streaming,80,61 - 100 Minutes,5,Not in Top 100,The Rise and Fall of the Third Reich: A History of Nazi Germany (Unabridged),"Blackstone Audio, Inc.",Grover Gardner,1,False,2,False,True,True,0,0.7755102040816326,2.0
4440,Male,46 - 50 years,Bangalore,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,10.0,10.0,20.0,Audible for Android,1498,1.0,1.0,Mysteries & Thrillers,Yearly,21,1x,17,11- 30 Books,93,61 - 100 Books,Night,Exercising,Smart Speaker,French,False,Streaming,84,61 - 100 Minutes,4,Not in Top 100,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,1,True,5,False,False,False,0,0.15454545454545454,1.0
4441,Male,18 - 24 years,Other Cities,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,1.0,1.0,2.0,Audible for iPhone (1000),453,0.0,0.0,Mysteries & Thrillers,Monthly,54,1.25x,81,61 - 100 Books,31,31 - 60 Books,Evening,Exercising,PC,Other,False,Streaming,88,61 - 100 Minutes,9,Not in Top 100,No Country for Old Men (Unabridged),Recorded Books,Tom Stechschulte,1,False,5,False,True,False,0,0.7232142857142857,1.25
4442,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,More than 2 hours,135,7 - 12 books,9,Late_Evening_Night,2.0,2.0,3.0,Audible for Android,23,9.0,13.0,Children's Audiobooks,Per-book,22,2x,27,11- 30 Books,92,61 - 100 Books,Afternoon,Relaxing,Tablet,Spanish,False,Streaming,98,61 - 100 Minutes,7,Not in Top 100,The Ugly Duckling (Unabridged),Jimcin Recordings,"Walter Zimmerman, Jack Benson",2,True,3,False,True,False,0,0.226890756302521,2.0
4443,Male,36 - 40 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Night_Early_Morning,1.0,1.0,2.0,Audible for Android,208,0.0,1.0,Business & Money,Monthly,55,1.75x,69,61 - 100 Books,11,11- 30 Books,Evening,Commuting,Smart Speaker,Spanish,True,Download,70,61 - 100 Minutes,6,In top 100,"How I Made $2,000,000 in the Stock Market (Unabridged)",BN Publishing,Jason McCoy,1,False,4,False,True,True,0,0.8625,1.75
4444,Female,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,12.0,15.0,28.0,Audible for iPhone (1000),2140,1.0,1.0,Literature & Fiction,Monthly,7,1.5x,51,31 - 60 Books,74,61 - 100 Books,Evening,Exercising,Smart Speaker,French,True,Streaming,67,61 - 100 Minutes,1,Not in Top 100,Anna Karenina (Unabridged),Audible Studios,Maggie Gyllenhaal,1,True,1,False,True,True,0,0.408,1.5
4445,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,1 - 2 hours,90,5 - 6 books,5,Late_Night_Early_Morning,2.0,2.0,4.0,Audible for Android,365,1.0,1.0,Parenting & Relationships,Monthly,57,1.25x,82,61 - 100 Books,93,61 - 100 Books,Night,Working,Smart Speaker,Spanish,True,Download,7,Less than 10 Minutes,6,In top 100,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,1,False,5,True,True,False,0,0.4685714285714286,1.25
4446,Female,36 - 40 years,Chennai,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,466,0.0,0.0,Literature & Fiction,Monthly,47,1.25x,6,Less than 10,14,11- 30 Books,Night,Relaxing,Smartphone,English,True,Streaming,32,31 - 60 Minutes,4,Not in Top 100,The Secret Wish List (Unabridged),Audible Studios,Deepti Gupta,1,True,4,True,False,True,0,0.3,1.25
4447,Do not wish to answer,31 - 35 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,5.0,0.0,5.0,Audible for iPhone (1000),292,2.0,2.0,Business & Money,Monthly,35,1.25x,82,61 - 100 Books,79,61 - 100 Books,Afternoon,Working,Smartphone,Spanish,True,Download,113,More than 100 Minutes,5,Not in Top 100,"Arise, Awake. The Inspiring Stories of 10 Young Entrepreneurs Who Graduated from College into a Business of Their Own (Unabri...",Audible Studios,Smita Singh,1,False,3,False,False,True,0,0.5093167701863354,1.25
4448,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,21.0,24.0,45.0,Audible for Android,680,3.0,7.000000000000001,Literature & Fiction,Monthly,4,1.5x,62,61 - 100 Books,32,31 - 60 Books,Afternoon,Working,Smartphone,English,False,Download,16,11- 30 Minutes,8,Not in Top 100,To Love Jason Thorn (Unabridged),Tantor Audio,"Lidia Dornet, Sebastian York",2,False,3,True,False,True,0,0.6595744680851063,1.5
4449,Male,31 - 35 years,Hyderabad,Android,Both Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Afternoon_Early_Evening,4.0,4.0,7.0,Audible for Android,14,28.999999999999996,50.0,Children's Audiobooks,Monthly,32,1.5x,63,61 - 100 Books,23,11- 30 Books,Evening,Relaxing,PC,French,True,Streaming,82,61 - 100 Minutes,1,Not in Top 100,Rapunzel (Unabridged),"PC Treasures, Inc.",Nigel Lambert,1,False,5,False,True,False,0,0.7325581395348837,1.5
4450,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,0,0,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,1063,0.0,0.0,Literature & Fiction,Monthly,56,1.5x,16,11- 30 Books,52,31 - 60 Books,Afternoon,Commuting,Tablet,German,True,Download,41,31 - 60 Minutes,9,Not in Top 100,The Time Traveler's Wife (Unabridged),"HighBridge, a division of Recorded Books","Fred Berman, Phoebe Strole",2,True,3,False,False,True,0,0.23529411764705882,1.5
4451,Male,25 - 30 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Afternoon_Early_Evening,3.0,16.0,19.0,Audible for Android,1498,0.0,1.0,Mysteries & Thrillers,Per-book,49,1.75x,5,Less than 10,27,11- 30 Books,Afternoon,Commuting,Smartphone,English,True,Streaming,102,More than 100 Minutes,6,Not in Top 100,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,1,True,2,False,True,False,0,0.15625,1.75
4452,Male,25 - 30 years,Bangalore,Android,No Tablet,walk,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,4.0,2.0,6.0,Audible for Android,1120,0.0,1.0,Social Sciences,Yearly,23,2x,57,31 - 60 Books,23,11- 30 Books,Afternoon,Exercising,Tablet,German,False,Download,44,31 - 60 Minutes,4,Not in Top 100,36 Big Ideas,The Great Courses,"Professor Bart D. Ehrman, Professor Daniel W. Drezner, Professor David Sadava, Professor Dorsey Armstrong",4,True,5,True,False,True,0,0.7125,2.0
4453,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,0,0,Late_Night_Early_Morning,5.0,5.0,9.0,Audible for Android,103,5.0,9.0,Literature & Fiction,Per-book,27,2x,45,31 - 60 Books,63,61 - 100 Books,Night,Exercising,Smartphone,French,False,Streaming,82,61 - 100 Minutes,3,Not in Top 100,The Time Machine (Dramatized),"Monterey Media, Inc. (Audio Theatre)",The St. Charles Players,1,True,4,True,True,True,0,0.4166666666666667,2.0
4454,Female,25 - 30 years,Delhi,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Night_Early_Morning,60.0,14.0,73.0,Audible for iPhone (1000),704,9.0,10.0,Literature & Fiction,Monthly,57,1.25x,94,61 - 100 Books,86,61 - 100 Books,Evening,Commuting,Smart Speaker,German,False,Streaming,70,61 - 100 Minutes,4,Not in Top 100,Confessions of a Shopaholic (Unabridged),Recorded Books,Emily Gray,1,True,4,True,True,True,0,0.5222222222222223,1.25
4455,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,123,1.0,2.0,Parenting & Relationships,Monthly,43,2x,8,Less than 10,20,11- 30 Books,Morning,Commuting,PC,French,True,Download,57,31 - 60 Minutes,1,Not in Top 100,The Science of Getting Rich 1912 (Unabridged),BN Publishing,Jason McCoy,1,False,1,True,True,False,0,0.2857142857142857,2.0
4456,Male,18 - 24 years,Chennai,Android,No Tablet,Public Transport,1 - 2 hours,90,7 - 12 books,9,Morning,1.0,1.0,1.0,Audible for Android,558,0.0,0.0,Literature & Fiction,Monthly,48,1x,57,31 - 60 Books,8,Less than 10,Evening,Relaxing,Smart Speaker,Spanish,False,Streaming,49,31 - 60 Minutes,6,Not in Top 100,The Pilgrim's Progress (Unabridged),"Blackstone Audio, Inc.",Robert Whitfield,1,True,2,False,True,False,0,0.8769230769230769,1.0
4457,Male,31 - 35 years,Hyderabad,Both Phones,IOS Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Afternoon_Early_Evening,8.0,8.0,16.0,Audible for iPhone (1000),686,1.0,2.0,Business & Money,Monthly,38,1.75x,50,31 - 60 Books,91,61 - 100 Books,Evening,Exercising,Smart Speaker,English,False,Download,53,31 - 60 Minutes,1,Not in Top 100,Business Sutra. A Very Indian Approach to Management (Unabridged),Audible Studios,Shriram Iyer,1,True,4,False,False,True,0,0.3546099290780142,1.75
4458,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Afternoon_Early_Evening,10.0,10.0,19.0,Audible for Android,534,2.0,4.0,Literature & Fiction,Per-book,41,1.25x,97,61 - 100 Books,24,11- 30 Books,Morning,Working,Tablet,French,True,Download,1,Less than 10 Minutes,8,Not in Top 100,"Sex, Lies, and Online Dating: The Writer Friends Series, Book 1 (Unabridged)","Blackstone Audio, Inc.",Kathleen Early,1,True,5,False,True,False,0,0.8016528925619835,1.25
4459,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,1 - 2 hours,90,2 - 4 books,3,Afternoon_Early_Evening,5.0,5.0,11.0,Audible for Android,466,1.0,2.0,Literature & Fiction,Per-book,49,2x,27,11- 30 Books,9,Less than 10,Night,Commuting,PC,Other,False,Download,52,31 - 60 Minutes,3,Not in Top 100,It Happens for a Reason (Unabridged),Audible Studios,Meetu Chilana,1,False,5,True,False,False,0,0.75,2.0
4460,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Late_Evening_Night,2.0,39.0,41.0,Audible for Android,1426,0.0,3.0,Business & Money,Monthly,37,2x,55,31 - 60 Books,52,31 - 60 Books,Morning,Working,Smartphone,German,False,Download,6,Less than 10 Minutes,8,Not in Top 100,"Basic Economics, Fifth Edition: A Common Sense Guide to the Economy","Blackstone Audio, Inc.",Tom Weiner,1,False,2,True,True,False,0,0.514018691588785,2.0
4461,Male,18 - 24 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Morning,7.0,1.0,7.0,Audible for iPhone (1000),160,4.0,4.0,Parenting & Relationships,Yearly,25,2x,36,31 - 60 Books,66,61 - 100 Books,Afternoon,Exercising,Smart Speaker,Other,False,Streaming,115,More than 100 Minutes,7,Not in Top 100,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,1,True,3,False,True,True,0,0.35294117647058826,2.0
4462,Male,18 - 24 years,Other Cities,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,Less than 15 mins,15,2 - 4 books,3,Late_Night_Early_Morning,3.0,3.0,5.0,Audible for iPhone (1000),105,3.0,5.0,Mysteries & Thrillers,Per-book,43,1x,74,61 - 100 Books,11,11- 30 Books,Night,Relaxing,Smartphone,French,True,Streaming,53,31 - 60 Minutes,1,Not in Top 100,"The Best of Sherlock Holmes, Volume 1 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,1,True,5,False,False,True,0,0.8705882352941177,1.0
4463,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Late_Evening_Night,1.0,1.0,3.0,Audible for Android,1921,0.0,0.0,Literature & Fiction,Per-book,21,1.75x,37,31 - 60 Books,73,61 - 100 Books,Evening,Commuting,Tablet,French,True,Download,98,61 - 100 Minutes,8,In top 100,The Fountainhead (Unabridged),"Blackstone Audio, Inc.",Christopher Hurt,1,False,3,True,True,False,0,0.33636363636363636,1.75
4464,Male,18 - 24 years,Other Cities,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,1 book,1,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for iPhone (1000),160,1.0,1.0,Religion & Spirituality,Per-book,28,1.5x,13,11- 30 Books,36,31 - 60 Books,Night,Commuting,PC,Spanish,True,Download,81,61 - 100 Minutes,2,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,5,True,True,True,0,0.2653061224489796,1.5
4465,Male,25 - 30 years,Bangalore,Both Phones,Both Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,2.0,2.0,3.0,Audible for iPhone (1000),160,1.0,2.0,Religion & Spirituality,Per-book,48,1.25x,12,11- 30 Books,99,61 - 100 Books,Afternoon,Commuting,Smartphone,English,False,Streaming,59,31 - 60 Minutes,2,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,4,False,True,True,0,0.10810810810810811,1.25
4466,Female,31 - 35 years,Bangalore,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,24.0,24.0,48.0,Audible for iPhone (1000),103,23.0,47.0,Literature & Fiction,Per-book,29,1x,10,Less than 10,16,11- 30 Books,Afternoon,Commuting,Smart Speaker,Other,False,Download,5,Less than 10 Minutes,6,Not in Top 100,The Time Machine (Dramatized),"Monterey Media, Inc. (Audio Theatre)",The St. Charles Players,1,False,4,True,True,True,0,0.38461538461538464,1.0
